policy_id,policy_country_iso_code,policy_jurisdiction,policy_country,policy_type_of_policy_instrument,policy_sector_name,policy_type,policy_implementation_state,policy_date_of_decision,policy_start_date_of_implementation,policy_end_date_of_implementation,policy_high_impact,policy_start_date_analysis,policy_end_date_analysis,DirectInvestment,FiscalFinancialIncentives,Market-basedInstruments,CodesStandards,OtherRegulatoryInstruments,RDD,InformationEducation,PolicySupport,VoluntaryApproaches,BarrierRemoval,ClimateStrategy,Target,g1,g2,g3,g4,g5,g6,g7,eh1,eh2,eh3,eh4,eh5,eh6,eh7,eh8,eh9,eh10,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,b1,b2,b3,b4,b5,b6,lt1,lt2,lt3,lt4,lt5,lt6,lt7,af1,af2,af3,af4,af5,af6,GeneralSector,ElectricitySector,IndustrySector,BuildingsSector,TransportSector,LandSector,F,Sp
1515,DEU,Country,Germany,"Tax relief, Performance label, Comparison label, Strategic planning, Research & Development and Deployment (RD&D), Target, Political & non-binding GHG reduction target","Buildings, Electricity and heat, CCS, Renewables, Fluorinated gases, Transport, Air, Low-emissions mobility, Light-duty vehicles, Shipping","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2007,,,Unknown,2007,2019,False,True,False,False,False,True,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,True,True,False,4,2
1517,ZAF,Country,South Africa,"Strategic planning, Policy support","Electricity and heat, Renewables, Nuclear, Coal, Gas",Renewables,In force,2003,,,Unknown,2003,2019,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
1518,IND,Country,India,"Strategic planning, Other mandatory requirements, Feed-in tariffs or premiums","Electricity and heat, Renewables","Renewables, Other low-carbon technologies and fuel switch",In force,2006,,,Unknown,2006,2019,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
1519,MEX,Country,Mexico,"Infrastructure investments, Grants and subsidies, Policy support","Electricity and heat, Renewables",Renewables,Ended,2008,,2014,Unknown,2008,2014,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
1520,KOR,Country,Republic of Korea,"Strategic planning, Codes and standards",Electricity and heat,Energy efficiency,In force,1991,,,Unknown,1991,2019,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
1521,ZAF,Country,South Africa,"Infrastructure investments, Grants and subsidies",Electricity and heat,Renewables,In force,2001,,,Unknown,2001,2019,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
1523,ZAF,Country,South Africa,"Strategic planning, Regulatory Instruments, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, Nuclear, Coal, Gas, Renewables, General","Renewables, Energy efficiency",Superseded,2011,2011,2019,High,2011,2019,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,5,2
1524,ZAF,Country,South Africa,"Strategic planning, Regulatory Instruments, Renewable energy target, Political & non-binding renewable energy target","Electricity and heat, Coal, Gas, Nuclear, Renewables","Energy efficiency, Renewables",In force,2019,,,High,2019,2019,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
1525,ZAF,Country,South Africa,"Tendering schemes, Policy support, Strategic planning, Target","Electricity and heat, Renewables, Coal, Nuclear","Energy efficiency, Renewables",Superseded,2011,2011,2030,Unknown,2011,2030,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,2
1530,SAU,Country,Saudi Arabia,"GHG reduction target, Political & non-binding GHG reduction target",General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2015,,,Unknown,2015,2019,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
1531,ITA,Country,Italy,Coordinating body for climate strategy,General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2002,,,Unknown,2002,2019,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
1532,MEX,Country,Mexico,Coordinating body for climate strategy,General,"Energy service demand reduction and resource efficiency, Energy efficiency, Renewables, Other low-carbon technologies and fuel switch, Non-energy use",In force,2005,2005,,Unknown,2005,2019,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5,1
1534,USA,Country,United States of America,Codes and standards,Electricity and heat,"Energy efficiency, Renewables",In force,2005,,,Unknown,2005,2019,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1
